Level	Date and Time	Source	Event ID	Task Category
Information	6/27/2023 8:05:19 AM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service Parport for Device Instance ID ACPI\PNP0400\4&2C5A7332&0 with the following status: 0.
Information	6/27/2023 8:05:17 AM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\keyboard.inf_amd64_neutral_0684fdc43059f486\keyboard.inf for Device Instance ID ACPI\PNP0303\4&2C5A7332&0 with the following status: 0x0.
Information	6/27/2023 8:05:17 AM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service kbdclass for Device Instance ID ACPI\PNP0303\4&2C5A7332&0 with the following status: 0.
Information	6/27/2023 8:05:17 AM	Microsoft-Windows-Iphlpsvc	4200	None	Isatap interface isatap.us-east-2.compute.internal with address fe80::5efe:10.0.0.21 has been brought up.
Information	6/27/2023 8:05:16 AM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service i8042prt for Device Instance ID ACPI\PNP0303\4&2C5A7332&0 with the following status: 0.
Information	6/27/2023 8:05:13 AM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\disk.inf_amd64_neutral_10ce25bbc5a9cc43\disk.inf for Device Instance ID SCSI\DISK&VEN_NVME&PROD_AMAZON_ELASTIC_B\4&6AE2E72&0&000000 with the following status: 0x0.
Information	6/27/2023 8:05:13 AM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service disk for Device Instance ID SCSI\DISK&VEN_NVME&PROD_AMAZON_ELASTIC_B\4&6AE2E72&0&000000 with the following status: 0.
Information	6/27/2023 8:05:09 AM	Service Control Manager	7036	None	The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information	6/27/2023 8:05:09 AM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\ena.inf_amd64_neutral_412e3c12782d5dc4\ena.inf for Device Instance ID PCI\VEN_1D0F&DEV_EC20&SUBSYS_00000000&REV_00\3&13C0B0C5&0&28 with the following status: 0x0.
Information	6/27/2023 8:05:09 AM	ena	5203	None	Amazon Elastic Network Adapter: Adapter was restarted.
Information	6/27/2023 8:05:09 AM	ena	5202	None	Amazon Elastic Network Adapter: Adapter was paused.
Information	6/27/2023 8:05:09 AM	ena	5203	None	Amazon Elastic Network Adapter: Adapter was restarted.
Information	6/27/2023 8:05:09 AM	ena	5200	None	Amazon Elastic Network Adapter: Adapter was initialized.
Information	6/27/2023 8:05:07 AM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service ena for Device Instance ID PCI\VEN_1D0F&DEV_EC20&SUBSYS_00000000&REV_00\3&13C0B0C5&0&28 with the following status: 0.
Information	6/27/2023 8:05:05 AM	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  Amazon Elastic Network Adapter Driver
Service File Name:  system32\DRIVERS\ena.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information	6/27/2023 8:05:04 AM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\display.inf_amd64_neutral_ea1c8215e52777a6\display.inf for Device Instance ID PCI\VEN_1D0F&DEV_1111&SUBSYS_00000000&REV_00\3&13C0B0C5&0&18 with the following status: 0x0.
Information	6/27/2023 8:05:02 AM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service vga for Device Instance ID PCI\VEN_1D0F&DEV_1111&SUBSYS_00000000&REV_00\3&13C0B0C5&0&18 with the following status: 0.
Error	6/27/2023 8:05:02 AM	Service Control Manager	7031	None	The Amazon SSM Agent service terminated unexpectedly.  It has done this 2 time(s).  The following corrective action will be taken in 30000 milliseconds: Restart the service.
Error	6/27/2023 8:05:02 AM	Service Control Manager	7024	None	The Amazon SSM Agent service terminated with service-specific error Incorrect function..
Information	6/27/2023 8:05:02 AM	Service Control Manager	7036	None	The Amazon SSM Agent service entered the stopped state.
Information	6/27/2023 8:05:00 AM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\machine.inf_amd64_neutral_a2f120466549d68b\machine.inf for Device Instance ID PCI\VEN_8086&DEV_7000&SUBSYS_00000000&REV_00\3&13C0B0C5&0&08 with the following status: 0x0.
Information	6/27/2023 8:05:00 AM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service msisadrv for Device Instance ID PCI\VEN_8086&DEV_7000&SUBSYS_00000000&REV_00\3&13C0B0C5&0&08 with the following status: 0.
Information	6/27/2023 8:04:58 AM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\awsnvme.inf_amd64_neutral_d117cdbe947d76b5\awsnvme.inf for Device Instance ID PCI\VEN_1D0F&DEV_8061&SUBSYS_80611D0F&REV_00\3&13C0B0C5&0&20 with the following status: 0x0.
Information	6/27/2023 8:04:58 AM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service AWSNVMe for Device Instance ID PCI\VEN_1D0F&DEV_8061&SUBSYS_80611D0F&REV_00\3&13C0B0C5&0&20 with the following status: 0.
Information	6/27/2023 8:04:55 AM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\machine.inf_amd64_neutral_a2f120466549d68b\machine.inf for Device Instance ID PCI\VEN_8086&DEV_1237&SUBSYS_12371D0F&REV_00\3&13C0B0C5&0&00 with the following status: 0x0.
Information	6/27/2023 8:04:54 AM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\machine.inf_amd64_neutral_a2f120466549d68b\machine.inf for Device Instance ID ACPI\PNP0A03\1 with the following status: 0x0.
Information	6/27/2023 8:04:54 AM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service pci for Device Instance ID ACPI\PNP0A03\1 with the following status: 0.
Information	6/27/2023 8:04:52 AM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\cpu.inf_amd64_neutral_ae5de2e1bf2793c3\cpu.inf for Device Instance ID ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_PLATINUM_8259CL_CPU_@_2.50GHZ\_1 with the following status: 0x0.
Information	6/27/2023 8:04:51 AM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service intelppm for Device Instance ID ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_PLATINUM_8259CL_CPU_@_2.50GHZ\_1 with the following status: 0.
Information	6/27/2023 8:04:50 AM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\machine.inf_amd64_neutral_a2f120466549d68b\machine.inf for Device Instance ID ACPI\PNP0B00\4&2C5A7332&0 with the following status: 0x0.
Information	6/27/2023 8:04:48 AM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\volume.inf_amd64_neutral_df8bea40ac96ca21\volume.inf for Device Instance ID STORAGE\VOLUME\{42323EC0-14FB-11EE-A454-806E6F6E6963}#0000000000100000 with the following status: 0x0.
Information	6/27/2023 8:04:48 AM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service volsnap for Device Instance ID STORAGE\VOLUME\{42323EC0-14FB-11EE-A454-806E6F6E6963}#0000000000100000 with the following status: 0.
Information	6/27/2023 8:04:46 AM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver NULL Driver for Device Instance ID ACPI\AMZN0000\2&DABA3FF&2 with the following status: 0xe0000203.
Information	6/27/2023 8:04:43 AM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\cpu.inf_amd64_neutral_ae5de2e1bf2793c3\cpu.inf for Device Instance ID ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_PLATINUM_8259CL_CPU_@_2.50GHZ\_0 with the following status: 0x0.
Information	6/27/2023 8:04:43 AM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service intelppm for Device Instance ID ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_85_-_INTEL(R)_XEON(R)_PLATINUM_8259CL_CPU_@_2.50GHZ\_0 with the following status: 0.
Information	6/27/2023 8:04:33 AM	Service Control Manager	7036	None	The IPsec Policy Agent service entered the running state.
Information	6/27/2023 8:04:33 AM	Service Control Manager	7036	None	The Remote Desktop Configuration service entered the running state.
Information	6/27/2023 8:04:33 AM	Service Control Manager	7036	None	The Certificate Propagation service entered the running state.
Information	6/27/2023 8:04:33 AM	Service Control Manager	7036	None	The Remote Desktop Services UserMode Port Redirector service entered the running state.
Information	6/27/2023 8:04:33 AM	Service Control Manager	7036	None	The Portable Device Enumerator Service service entered the running state.
Information	6/27/2023 8:04:33 AM	Microsoft-Windows-TerminalServices-RemoteConnectionManager	1056	None	A new self signed certificate to be used for Terminal Server authentication on SSL connections was generated. The name on this certificate is metasploitable3-win2k8. The SHA1 hash of the certificate is in the event data.
Information	6/27/2023 8:04:32 AM	Service Control Manager	7036	None	The Application Experience service entered the running state.
Information	6/27/2023 8:04:32 AM	Service Control Manager	7036	None	The Software Protection service entered the running state.
Information	6/27/2023 8:04:30 AM	Service Control Manager	7036	None	The Network List Service service entered the running state.
Error	6/27/2023 8:04:30 AM	Service Control Manager	7031	None	The Amazon SSM Agent service terminated unexpectedly.  It has done this 1 time(s).  The following corrective action will be taken in 30000 milliseconds: Restart the service.
Error	6/27/2023 8:04:30 AM	Service Control Manager	7026	None	"The following boot-start or system-start driver(s) failed to load: 
cdrom
vmhgfs"
Information	6/27/2023 8:04:30 AM	Service Control Manager	7036	None	The wampmysqld service entered the running state.
Information	6/27/2023 8:04:24 AM	Service Control Manager	7036	None	The wampapache service entered the running state.
Information	6/27/2023 8:04:20 AM	Service Control Manager	7036	None	The Server service entered the running state.
Information	6/27/2023 8:04:19 AM	Service Control Manager	7036	None	The IP Helper service entered the running state.
Information	6/27/2023 8:04:18 AM	Service Control Manager	7036	None	The World Wide Web Publishing Service service entered the running state.
Information	6/27/2023 8:04:18 AM	Service Control Manager	7036	None	The Ec2Config service entered the running state.
Information	6/27/2023 8:04:18 AM	Service Control Manager	7036	None	The Windows Remote Management (WS-Management) service entered the running state.
Information	6/27/2023 8:04:17 AM	Service Control Manager	7036	None	The Windows Process Activation Service service entered the running state.
Information	6/27/2023 8:04:18 AM	SNMP	1001	None	The SNMP Service has started successfully.
Information	6/27/2023 8:04:18 AM	Microsoft-Windows-WinRM	10121	None	"The WinRM service has been configured to accept basic authentication for unsecure HTTP connections. 

 This is not a secure configuration. 

 User Action 
 Set AllowUnencrypted to False in WinRM configuration to ensure packets are encrypted on the wire."
